code6	title	class	system/local	cto	cto_name	ucd_academic	ucd_senate_federation	Durst/Federation	Academic Count	Staff Count
000001	PRESIDENT OF THE UNIV	PRESIDENT OF THE UNIV	Senior Management Group	Local	M05	T	UNK			
000002	ASC VC AND ASC DEAN SR SOM	ASC VC AND ASC DEAN SR SOM	Senior Management Group	Local	M05	T	UNK			
000003	ASC VC AND CEACO	ASC VC AND CEACO	Senior Management Group	Local	M05	T	UNK			
000004	ASC VC DVRSTY AND CEAO	ASC VC DVRSTY AND CEAO	Senior Management Group	Local	M05	T	UNK			
000005	ASC VP ACAD PRG AND STRAT	ASC VP ACAD PRG AND STRAT	Senior Management Group	Local	M05	T	UNK			
000006	ASC VP BUDGET AND FAC MGT	ASC VP BUDGET AND FAC MGT	Senior Management Group	Local	M05	T	UNK			
000007	ASC VP BUS OPS	ASC VP BUS OPS	Senior Management Group	Local	M05	T	UNK			
000008	ASC VP BUS OPS ANR	ASC VP BUS OPS ANR	Senior Management Group	Local	M05	T	UNK			
000010	PROVOST EXEC VP ACAD AFFAIRS	PROVOST EXEC VP ACAD AFFAIRS	Senior Management Group	Local	M10	T	UNK			
000011	ASC VP CAPITAL RESC MGT	ASC VP CAPITAL RESC MGT	Senior Management Group	Local	M05	T	UNK			
000012	SVP DESIGNATE	SVP DESIGNATE	Senior Management Group	Systemwide	M05	T	UNK			
000013	ASC VP CPO	ASC VP CPO	Senior Management Group	Local	M05	T	UNK			
000014	SVP BUS AND FIN	SVP BUS AND FIN	Senior Management Group	Systemwide	M05	T	UNK			
000015	VP FUNC AREA	VP FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000016	VP ANR	VP ANR	Senior Management Group	Local	M05	T	UNK			
000017	VP HEALTH AFFAIRS	VP HEALTH AFFAIRS	Senior Management Group	Systemwide	M05	T	UNK			
000018	SVP UNIV AFFAIRS	SVP UNIV AFFAIRS	Senior Management Group	Local	M05	T	UNK			
000019	VP CLIN SVC DEV	VP CLIN SVC DEV	Senior Management Group	Systemwide	M05	T	UNK			
000020	VC UNDERGRAD	VC UNDERGRAD	Senior Management Group	Systemwide	M05	T	UNK			
000021	ASC VP SYSWIDE CONTROLLER	ASC VP SYSWIDE CONTROLLER	Senior Management Group	Local	M05	T	UNK			
000022	ASC VP CSO	ASC VP CSO	Senior Management Group	Local	M05	T	UNK			
000023	ASC VP FEDERAL GOVT REL	ASC VP FEDERAL GOVT REL	Senior Management Group	Local	M05	T	UNK			
000024	ASC VP HS	ASC VP HS	Senior Management Group	Local	M05	T	UNK			
000025	VP IT AND CIO	VP IT AND CIO	Senior Management Group	Local	M05	T	UNK			
000026	ASC VP LAB OPS ADMSTN	ASC VP LAB OPS ADMSTN	Senior Management Group	Local	M05	T	UNK			
000027	ASC VP LAB PRG	ASC VP LAB PRG	Senior Management Group	Local	M05	T	UNK			
000028	VP IR AND ACAD PLNG	VP IR AND ACAD PLNG	Senior Management Group	Local	M05	T	UNK			
000029	ASC VP STATE GOVT REL	ASC VP STATE GOVT REL	Senior Management Group	Local	M05	T	UNK			
000030	CHAN	CHAN	Senior Management Group	Local	M05	T	No		1	
000032	VC RESTRICTED USE	VC RESTRICTED USE	Senior Management Group	Systemwide	M05	T	UNK			
000033	VC FUNC AREA	VC FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000034	SR VC RESTRICTED USE	SR VC RESTRICTED USE	Senior Management Group	Systemwide	M05	T	UNK			
000035	SR VC FUNC AREA	SR VC FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000036	AST VP FINANCIAL CNTRL ACCTBLY	AST VP FINANCIAL CNTRL ACCTBLY	Senior Management Group	Local	M05	T	UNK			
000037	AST VP INSTITUTIONAL ADV	AST VP INSTITUTIONAL ADV	Senior Management Group	Local	M05	T	UNK			
000039	EXEC VP UC HEALTH	EXEC VP UC HEALTH	Senior Management Group	Local	M05	T	UNK			
000040	UNIV PROVOST	UNIV PROVOST	Senior Management Group	Systemwide	M05	T	UNK			
000042	PROVOST FUNC AREA	PROVOST FUNC AREA	Senior Management Group	Systemwide	M10	T	UNK			
000043	DEPUTY AST VP	DEPUTY AST VP	Senior Management Group	Systemwide	M05	T	UNK			
000044	DEPUTY ASC VP	DEPUTY ASC VP	Senior Management Group	Systemwide	M05	T	UNK			
000045	AST VP FUNC AREA	AST VP FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000046	ASC VP CRO	ASC VP CRO	Senior Management Group	Local	M05	T	UNK			
000047	DEAN UNIV EXT	DEAN UNIV EXT	Senior Management Group	Local	M05	T	UNK			
000050	ASC VP ACAD AFFAIRS	ASC VP ACAD AFFAIRS	Senior Management Group	Systemwide	M05	T	UNK			
000053	EXEC DIR AND COO PHYSCN SUPP	EXEC DIR AND COO PHYSCN SUPP	Senior Management Group	Local	M05	T	UNK			
000056	EXEC DIR INNOV ALLNS AND SVC	EXEC DIR INNOV ALLNS AND SVC	Senior Management Group	Local	M05	T	UNK			
000059	EXEC DIR MED GROUP	EXEC DIR MED GROUP	Senior Management Group	Local	M05	T	UNK			
000062	EXEC DIR RGPO	EXEC DIR RGPO	Senior Management Group	Local	M05	T	UNK			
000066	EXEC VC AND PROVOST	EXEC VC AND PROVOST	Senior Management Group	Local	M05	T	UNK			
000068	EXEC VP BUS OPS	EXEC VP BUS OPS	Senior Management Group	Local	M05	T	UNK			
000072	EXEC VP CFO	EXEC VP CFO	Senior Management Group	Local	M05	T	UNK			
000076	SVP EXTERNAL REL	SVP EXTERNAL REL	Senior Management Group	Local	M05	T	UNK			
000077	SVP HS AND SVC	SVP HS AND SVC	Senior Management Group	Local	M05	T	UNK			
000078	VC ACAD PERSONNEL	VC ACAD PERSONNEL	Senior Management Group	Local	M05	T	UNK			
000079	VC AND DEAN GRAD STUDIES	VC AND DEAN GRAD STUDIES	Senior Management Group	Local	M05	T	UNK			
000080	GEN COUNSEL VP LEGAL AFFAIRS	GEN COUNSEL VP LEGAL AFFAIRS	Senior Management Group	Local	M05	T	UNK			
000086	VC AND DEAN MARINE SCI	VC AND DEAN MARINE SCI	Senior Management Group	Local	M05	T	UNK			
000087	VC AND DEAN SOM	VC AND DEAN SOM	Senior Management Group	Local	M05	T	UNK		1	
000088	EXEC DIR EXEC	EXEC DIR EXEC	Senior Management Group	Systemwide	M05	T	UNK			
000090	EXEC ASC VC FUNC AREA	EXEC ASC VC FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000091	EXEC AST VC FUNC AREA	EXEC AST VC FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000092	EXEC AST VC SFTY	EXEC AST VC SFTY	Senior Management Group	Systemwide	M05	T	UNK			
000093	EXEC DIR FUNC AREA	EXEC DIR FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000094	EXEC DEPUTY DIR FUNC AREA	EXEC DEPUTY DIR FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000095	EXEC ASC DIR FUNC AREA	EXEC ASC DIR FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000096	EXEC AST DIR FUNC AREA	EXEC AST DIR FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000097	FUNC AREA EXEC DIR	FUNC AREA EXEC DIR	Senior Management Group	Systemwide	M05	T	UNK			
000098	FUNC AREA EXEC AND DIR	FUNC AREA EXEC AND DIR	Senior Management Group	Systemwide	M05	T	UNK			
000108	EXEC DEAN FUNC AREA	EXEC DEAN FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000109	FUNC AREA EXEC AND DEAN	FUNC AREA EXEC AND DEAN	Senior Management Group	Systemwide	M05	T	UNK			
000110	EXEC AST DEAN FUNC AREA	EXEC AST DEAN FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000111	EXEC ASC DEAN FUNC AREA	EXEC ASC DEAN FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000118	UNIV LIBRARIAN	UNIV LIBRARIAN	Senior Management Group	Local	M05	T	UNK		1	
000119	EXEC ASC UNIV LIBRARIAN	EXEC ASC UNIV LIBRARIAN	Senior Management Group	Systemwide	M05	T	UNK			
000124	VC BUDGET AND PLNG	VC BUDGET AND PLNG	Senior Management Group	Local	M05	T	UNK			
000126	VC BUS ADMSTN	VC BUS ADMSTN	Senior Management Group	Local	M05	T	UNK			
000127	VC DEV AND UNIV REL	VC DEV AND UNIV REL	Senior Management Group	Local	M05	T	UNK			
000128	VC EQUITY AND INCLUSION	VC EQUITY AND INCLUSION	Senior Management Group	Local	M05	T	UNK			
000131	VC IT	VC IT	Senior Management Group	Local	M05	T	UNK			
000132	VC RSCH	VC RSCH	Senior Management Group	Local	M05	T	UNK		1	
000133	VC STDT AFFAIRS	VC STDT AFFAIRS	Senior Management Group	Local	M05	T	UNK			
000138	ACTG CHAN	ACTG CHAN	Senior Management Group	Local	M05	T	UNK			
000140	AST CHAN FUNC AREA	AST CHAN FUNC AREA	Senior Management Group	Systemwide	M05	T	UNK			
000141	VP BUDGET AND CAPITAL RESC	VP BUDGET AND CAPITAL RESC	Senior Management Group	Local	M05	T	UNK			
000142	VP HR	VP HR	Senior Management Group	Local	M05	T	UNK			
000143	VP NATIONAL LAB	VP NATIONAL LAB	Senior Management Group	Local	M05	T	UNK			
000144	VP RSCH AND GRAD STUDIES	VP RSCH AND GRAD STUDIES	Senior Management Group	Local	M05	T	UNK			
000146	VP STDT AFFAIRS	VP STDT AFFAIRS	Senior Management Group	Local	M05	T	UNK			
000147	SVP PUBL AFFAIRS	SVP PUBL AFFAIRS	Senior Management Group	Systemwide	M05	T	UNK			
000148	SVP GOVT REL	SVP GOVT REL	Senior Management Group	Systemwide	M05	T	UNK			
000149	SVP ADULT SVC AND PRES	SVP ADULT SVC AND PRES	Senior Management Group	Systemwide	M05	T	UNK			
000151	EXEC VP PHYSCN SVC VD CLIN AFF	EXEC VP PHYSCN SVC VD CLIN AFF	Senior Management Group	Local	M05	T	UNK			
000154	VC CFO	VC CFO	Senior Management Group	Local	M05	T	UNK			
000156	SVP CHILD SVC/PRES BENIOFF	SVP CHILD SVC/PRES BENIOFF	Senior Management Group	Systemwide	M05	T	UNK			
000157	VC STRAT COMM	VC STRAT COMM	Senior Management Group	Systemwide	M05	T	UNK			
000159	SVP CLIN PRACTICE AMBUL SVC	SVP CLIN PRACTICE AMBUL SVC	Senior Management Group	Systemwide	M05	T	UNK			
000160	EXEC DEAN SAC	EXEC DEAN SAC	Senior Management Group	Systemwide	M05	T	UNK			
000161	EXEC DIR MED CTR	EXEC DIR MED CTR	Senior Management Group	Local	M05	T	UNK			
000167	EXEC PROVOST SAC	EXEC PROVOST SAC	Senior Management Group	Systemwide	M05	T	UNK			
000170	VC SCI POLICY AND STRAT	VC SCI POLICY AND STRAT	Senior Management Group	Local	M10	T	UNK			
000171	ASC VP	ASC VP	Senior Management Group	Local	M05	T	UNK			
000176	VC COMMUNITY & GOVT REL	VC COMMUNITY & GOVT REL	Senior Management Group	Systemwide	M05	T	UNK			
000177	ASC VP SELF INSURED PLANS	ASC VP SELF INSURED PLANS	Senior Management Group	Systemwide	M05	T	UNK			
000182	ASC VP ENERGY AND SUSTAIN	ASC VP ENERGY AND SUSTAIN	Senior Management Group	Local	M05	T	UNK			
000184	SVP EXTERNAL  REL AND COMM	SVP EXTERNAL  REL AND COMM	Senior Management Group	Systemwide	M05	T	UNK			
000186	SVP HEALTH AFFILIATES	SVP HEALTH AFFILIATES	Senior Management Group	Systemwide	M05	T	UNK			
000194	VC BUS DEV INNOV AND PARTNER	VC BUS DEV INNOV AND PARTNER	Senior Management Group	Systemwide	M05	T	UNK			
000208	CHAN ASC MSP	CHAN ASC MSP	Management & Sr Professional	Local	M10	T	UNK			
000209	VICE CHAN ASC	VICE CHAN ASC	Management & Sr Professional	Local	M10	T	UNK			
000210	VICE CHAN AST	VICE CHAN AST	Management & Sr Professional	Local	M10	T	UNK			
000245	DIR	DIR	Management & Sr Professional	Local	M10	T	No			
000250	DEPUTY DIR	DEPUTY DIR	Management & Sr Professional	Local	M10	T	UNK			
000256	DIR ASC	DIR ASC	Management & Sr Professional	Local	M10	T	UNK			
000259	DIR AST	DIR AST	Management & Sr Professional	Local	M10	T	UNK			
000380	DEAN	DEAN	Management & Sr Professional	Local	M10	T	UNK			
000384	DEAN AST	DEAN AST	Management & Sr Professional	Local	M10	T	UNK			
000385	DEAN ASC	DEAN ASC	Management & Sr Professional	Local	M10	T	UNK			
000388	PROVOST AST	PROVOST AST	Management & Sr Professional	Local	M10	T	UNK			
000451	DIR EXEC	DIR EXEC	Management & Sr Professional	Local	M10	T	UNK			
000800	ACADEMIC ASST TO VICE CHANC	ACADEMIC ASST TO VICE CHANC	Academic	Systemwide	928	T	No			
000801	ACADEMIC ASST TO CHANC	ACADEMIC ASST TO CHANC	Academic	Systemwide	928	T	No			
000802	ASST VICE CHANC	ASST VICE CHANC	Academic	Systemwide	928	T	No			
000803	ASSOC VICE CHANC	ASSOC VICE CHANC	Academic	Systemwide	928	T	No			
000804	ACT/INTERIM ASSOC VICE CHANC	ACT/INTERIM ASSOC VICE CHANC	Academic	Systemwide	928	T	No			
000810	GRADUATE ADVISOR	GRADUATE ADVISOR	Academic	Systemwide	928	T	No			
000812	FACULTY ADVISOR	FACULTY ADVISOR	Academic	Systemwide	928	T	No			
000840	ACADEMIC COORD I-AY	ACADEMIC COORD I-AY	Academic	Systemwide	S46	T	Federation	Federation	2	
000841	ACADEMIC COORD I-FY	ACADEMIC COORD I-FY	Academic	Systemwide	S46	T	Federation	Federation	8	
000842	ACADEMIC COORD II-AY	ACADEMIC COORD II-AY	Academic	Systemwide	S46	T	Federation	Federation		
000843	ACADEMIC COORD II-FY	ACADEMIC COORD II-FY	Academic	Systemwide	S46	T	Federation	Federation	35	
000844	ACADEMIC COORD III-AY	ACADEMIC COORD III-AY	Academic	Systemwide	S46	T	Federation	Federation		
000845	ACADEMIC COORD III-FY	ACADEMIC COORD III-FY	Academic	Systemwide	S46	T	Federation	Federation	10	
000850	ACADEMIC COORD I-AY NEX	ACADEMIC COORD I-AY NEX	Academic	Local	S46	T	Federation	Federation		
000851	ACADEMIC COORD I-FY NEX	ACADEMIC COORD I-FY NEX	Academic	Systemwide	S46	T	Federation	Federation		
000852	ACADEMIC COORD II-AY NEX	ACADEMIC COORD II-AY NEX	Academic	Local	S46	T	Federation	Federation		
000853	ACADEMIC COORD II-FY NEX	ACADEMIC COORD II-FY NEX	Academic	Systemwide	S46	T	Federation	Federation	2	
000854	ACADEMIC COORD III-AY NEX	ACADEMIC COORD III-AY NEX	Academic	Systemwide	S46	T	Federation	Federation		
000855	ACADEMIC COORD III-FY NEX	ACADEMIC COORD III-FY NEX	Academic	Systemwide	S46	T	Federation	Federation	1	
000877	ACT ACADEMIC COORD	ACT ACADEMIC COORD	Academic	Systemwide	S44	T	No			
000878	ACT ACADEMIC COORD NEX	ACT ACADEMIC COORD NEX	Academic	Systemwide	S44	T	No			
000880	OMBUDSMAN-ACAD	OMBUDSMAN-ACAD	Academic	Systemwide	928	T	No			
000900	DIRECTOR	DIRECTOR	Academic	Systemwide	S31	T	No		2	
000907	ACT/INTERIM DIRECTOR	ACT/INTERIM DIRECTOR	Academic	Systemwide	S34	T	No			
000910	ASSOC DIRECTOR	ASSOC DIRECTOR	Academic	Systemwide	S31	T	No			
000917	ACT/INTERIM ASSOC DIRECTOR	ACT/INTERIM ASSOC DIRECTOR	Academic	Systemwide	S34	T	No			
000920	ASST DIRECTOR	ASST DIRECTOR	Academic	Systemwide	S31	T	No			
000927	ACT/INTERIM ASST DIRECTOR	ACT/INTERIM ASST DIRECTOR	Academic	Systemwide	S34	T	No			
000961	ACADEMIC ADMINISTRATOR I NEX	ACADEMIC ADMINISTRATOR I NEX	Academic	Systemwide	S56	T	Federation	Federation		
000962	ACADEMIC ADMINISTRATOR II NEX	ACADEMIC ADMINISTRATOR II NEX	Academic	Systemwide	S56	T	Federation	Federation		
000963	ACADEMIC ADMINISTRATOR III NEX	ACADEMIC ADMINISTRATOR III NEX	Academic	Systemwide	S56	T	Federation	Federation		
000964	ACADEMIC ADMINISTRATOR IV NEX	ACADEMIC ADMINISTRATOR IV NEX	Academic	Systemwide	S56	T	Federation	Federation		
000965	ACADEMIC ADMINISTRATOR V NEX	ACADEMIC ADMINISTRATOR V NEX	Academic	Systemwide	S56	T	Federation	Federation		
000966	ACADEMIC ADMINISTRATOR VI NEX	ACADEMIC ADMINISTRATOR VI NEX	Academic	Systemwide	S56	T	Federation	Federation		
000967	ACADEMIC ADMINISTRATOR VII NEX	ACADEMIC ADMINISTRATOR VII NEX	Academic	Systemwide	S56	T	Federation	Federation		
001000	DEAN	DEAN	Academic	Systemwide	S21	T	No		9	
001007	ACT/INTERIM DEAN	ACT/INTERIM DEAN	Academic	Systemwide	S24	T	No		2	
001010	ASSOC DEAN	ASSOC DEAN	Academic	Systemwide	S21	F	No		1	
001011	ASSOC DEAN-AY	ASSOC DEAN-AY	Academic	Systemwide	S21	T	UNK			
001017	ACT/INTERIM ASSOC DEAN	ACT/INTERIM ASSOC DEAN	Academic	Systemwide	S24	T	No			
001020	ASST DEAN	ASST DEAN	Academic	Systemwide	S21	T	No			
001027	ACT/INTERIM ASSISTANT DEAN	ACT/INTERIM ASSISTANT DEAN	Academic	Systemwide	S24	T	No			
001030	DIVISIONAL DEAN	DIVISIONAL DEAN	Academic	Systemwide	S26	T	No			
001032	ASSOC DIVISIONAL DEAN	ASSOC DIVISIONAL DEAN	Academic	Systemwide	S26	T	No			
001037	ACT/INTERIM DIVISIONAL DEAN	ACT/INTERIM DIVISIONAL DEAN	Academic	Systemwide	S24	T	No			
001040	DEAN-EXTENDED LEARNING	DEAN-EXTENDED LEARNING	Academic	Systemwide	S21	T	No			
001044	FACULTY ASST TO CHANC	FACULTY ASST TO CHANC	Academic	Systemwide	928	T	No			
001045	FACULTY ASST TO VICE CHANC	FACULTY ASST TO VICE CHANC	Academic	Systemwide	928	T	No			
001047	ACT/INTERIM COLLEGE PROVOST	ACT/INTERIM COLLEGE PROVOST	Academic	Systemwide	S24	T	No			
001051	ASST COLLEGE PROVOST	ASST COLLEGE PROVOST	Academic	Systemwide	S27	T	No			
001052	ASSOC COLLEGE PROVOST	ASSOC COLLEGE PROVOST	Academic	Systemwide	S27	T	No			
001055	FACULTY ASST TO PROVOST/DEAN	FACULTY ASST TO PROVOST/DEAN	Academic	Systemwide	928	T	No		1	
001059	CHAIR-SEN ASMBLY&ACADEMIC CNCL	CHAIR-SEN ASMBLY&ACADEMIC CNCL	Academic	Systemwide	928	T	No			
001060	COLLEGE PROVOST	COLLEGE PROVOST	Academic	Systemwide	S27	T	No			
001061	ACADEMIC ADMINISTRATOR I	ACADEMIC ADMINISTRATOR I	Academic	Systemwide	S56	T	Federation	Federation	1	
001062	ACADEMIC ADMINISTRATOR II	ACADEMIC ADMINISTRATOR II	Academic	Systemwide	S56	T	Federation	Federation		
001063	ACADEMIC ADMINISTRATOR III	ACADEMIC ADMINISTRATOR III	Academic	Systemwide	S56	T	Federation	Federation	4	
001064	ACADEMIC ADMINISTRATOR IV	ACADEMIC ADMINISTRATOR IV	Academic	Systemwide	S56	T	Federation	Federation	2	
001065	ACADEMIC ADMINISTRATOR V	ACADEMIC ADMINISTRATOR V	Academic	Systemwide	S56	T	Federation	Federation	4	
001066	ACADEMIC ADMINISTRATOR VI	ACADEMIC ADMINISTRATOR VI	Academic	Systemwide	S56	T	Federation	Federation	4	
001067	ACADEMIC ADMINISTRATOR VII	ACADEMIC ADMINISTRATOR VII	Academic	Systemwide	S56	T	Federation	Federation	7	
001068	VICE PROVOST	VICE PROVOST	Academic	Systemwide	S27	T	No		3	
001069	ASSOC VICE PROVOST	ASSOC VICE PROVOST	Academic	Systemwide	S27	T	No			
001070	DIRECTOR-EAP STUDY CENTER	DIRECTOR-EAP STUDY CENTER	Academic	Systemwide	927	T	No			
001077	ACT/INTERIM VICE PROVOST	ACT/INTERIM VICE PROVOST	Academic	Systemwide	S24	T	No		1	
001087	ACT/INTERIM ASSOC VICE PROVOST	ACT/INTERIM ASSOC VICE PROVOST	Academic	Systemwide	S24	T	No			
001092	STIPEND-RESID	STIPEND-RESID	Academic	Systemwide	999	T	No			
001094	DEPARTMENT VICE CHAIR	DEPARTMENT VICE CHAIR	Academic	Systemwide	S61	T	No			
001095	ACT/INTERIM DEPARTMENT CHAIR	ACT/INTERIM DEPARTMENT CHAIR	Academic	Systemwide	S64	T	No			
001096	DEPARTMENT CHAIR	DEPARTMENT CHAIR	Academic	Systemwide	S61	T	No			
001098	SUMMER DIFFERENTIAL	SUMMER DIFFERENTIAL	Academic	Systemwide	999	T	No			
001099	ADMIN STIPEND	ADMIN STIPEND	Academic	Systemwide	999	T	No			
001100	PROF-AY	PROF-AY	Academic	Systemwide	010	T	Senate		376	
001101	ACT PROF-AY-1/9	ACT PROF-AY-1/9	Academic	Systemwide	114	T	Senate			
001103	PROF-AY-1/9	PROF-AY-1/9	Academic	Systemwide	010	T	Senate			
001104	UNIV PROF	UNIV PROF	Academic	Systemwide	010	T	Senate			
001107	ACT PROF-AY	ACT PROF-AY	Academic	Systemwide	114	T	Senate			
001108	VIS PROF	VIS PROF	Academic	Systemwide	323	T	No		9	
001110	PROF-FY	PROF-FY	Academic	Systemwide	010	T	Senate		149	
001117	ACT PROF-FY	ACT PROF-FY	Academic	Systemwide	114	T	Senate			
001130	PROF-10 MONTHS	PROF-10 MONTHS	Academic	Systemwide	010	T	Senate			
001132	PROF EMERITUS(WOS)	PROF EMERITUS(WOS)	Academic	Systemwide	016	T	No		988	
001143	PROF-AY-B/E/E	PROF-AY-B/E/E	Academic	Systemwide	010	T	Senate		155	
001144	PROF-FY-B/E/E	PROF-FY-B/E/E	Academic	Systemwide	010	T	Senate		24	
001145	PROF-AY-1/9-B/E/E	PROF-AY-1/9-B/E/E	Academic	Systemwide	010	T	Senate			
001180	PROF-AY-LAW	PROF-AY-LAW	Academic	Systemwide	010	T	Senate		27	
001181	PROF-AY-1/9-LAW	PROF-AY-1/9-LAW	Academic	Systemwide	010	T	Senate			
001182	ACT PROF-AY-LAW	ACT PROF-AY-LAW	Academic	Systemwide	114	T	Senate		6	
001183	ACT PROF-AY-1/9-LAW	ACT PROF-AY-1/9-LAW	Academic	Systemwide	114	T	Senate			
001200	ASSOC PROF-AY	ASSOC PROF-AY	Academic	Systemwide	010	T	Senate		182	
001201	ACT ASSOC PROF-AY-1/9	ACT ASSOC PROF-AY-1/9	Academic	Systemwide	114	T	Senate			
001203	ASSOC PROF-AY-1/9	ASSOC PROF-AY-1/9	Academic	Systemwide	010	T	Senate			
001207	ACT ASSOC PROF-AY	ACT ASSOC PROF-AY	Academic	Systemwide	114	T	Senate		1	
001208	VIS ASSOC PROF	VIS ASSOC PROF	Academic	Systemwide	323	T	No		10	
001210	ASSOC PROF-FY	ASSOC PROF-FY	Academic	Systemwide	010	T	Senate		16	
001217	ACT ASSOC PROF-FY	ACT ASSOC PROF-FY	Academic	Systemwide	114	T	Senate			
001230	ASSOC PROF-10 MONTHS	ASSOC PROF-10 MONTHS	Academic	Systemwide	010	T	Senate			
001243	ASSOC PROF-AY-B/E/E	ASSOC PROF-AY-B/E/E	Academic	Systemwide	010	T	Senate		53	
001244	ASSOC PROF-FY-B/E/E	ASSOC PROF-FY-B/E/E	Academic	Systemwide	010	T	Senate		3	
001245	ASSOC PROF-AY-1/9-B/E/E	ASSOC PROF-AY-1/9-B/E/E	Academic	Systemwide	010	T	Senate			
001300	ASST PROF-AY	ASST PROF-AY	Academic	Systemwide	011	T	Senate		179	
001301	ACT ASST PROF-AY-1/9	ACT ASST PROF-AY-1/9	Academic	Systemwide	124	T	No			
001303	ASST PROF-AY-1/9	ASST PROF-AY-1/9	Academic	Systemwide	011	T	Senate		2	
001307	ACT ASST PROF-AY	ACT ASST PROF-AY	Academic	Systemwide	124	T	No			
001308	VIS ASST PROF	VIS ASST PROF	Academic	Systemwide	323	T	No		29	
001310	ASST PROF-FY	ASST PROF-FY	Academic	Systemwide	011	T	Senate			
001317	ACT ASST PROF-FY	ACT ASST PROF-FY	Academic	Systemwide	124	T	No			
001330	ASST PROF-10-MONTHS	ASST PROF-10-MONTHS	Academic	Systemwide	011	T	Senate			
001343	ASST PROF-AY-B/E/E	ASST PROF-AY-B/E/E	Academic	Systemwide	011	T	Senate		55	
001344	ASST PROF-FY-B/E/E	ASST PROF-FY-B/E/E	Academic	Systemwide	011	T	Senate			
001345	ASST PROF-AY-1/9-B/E/E	ASST PROF-AY-1/9-B/E/E	Academic	Systemwide	011	T	Senate			
001403	INSTR-AY-1/9	INSTR-AY-1/9	Academic	Systemwide	011	T	Senate			
001450	PROF OF CLIN-FY	PROF OF CLIN-FY	Academic	Systemwide	317	T	Senate		2	
001451	ASSOC PROF OF CLIN-FY	ASSOC PROF OF CLIN-FY	Academic	Systemwide	317	T	Senate			
001452	ASST PROF OF CLIN-FY	ASST PROF OF CLIN-FY	Academic	Systemwide	317	T	Senate			
001453	PROF OF CLIN-HCOMP	PROF OF CLIN-HCOMP	Academic	Systemwide	317	T	Senate		95	
001454	ASSOC PROF OF CLIN-HCOMP	ASSOC PROF OF CLIN-HCOMP	Academic	Systemwide	317	T	Senate		54	
001455	ASST PROF OF CLIN-HCOMP	ASST PROF OF CLIN-HCOMP	Academic	Systemwide	317	T	Senate		74	
001501	ASSOC IN ____-AY-GSHIP	ASSOC IN ____-AY-GSHIP	Academic	Systemwide	467	T	No			
001502	ASSOC IN __-AY-NON-GSHIP	ASSOC IN __-AY-NON-GSHIP	Academic	Systemwide	467	T	No			
001506	ASSOC IN __ -AY-1/9-GSHIP	ASSOC IN __ -AY-1/9-GSHIP	Academic	Systemwide	467	T	No			
001507	ASSOC IN__-AY- 1/9 -NON-GSHIP	ASSOC IN__-AY- 1/9 -NON-GSHIP	Academic	Systemwide	467	T	No			
001508	ASSOC IN __ -AY-1/10-GSHIP	ASSOC IN __ -AY-1/10-GSHIP	Academic	Systemwide	467	T	UNK			
001509	ASSOC IN__-AY- 1/10 -NON-GSHIP	ASSOC IN__-AY- 1/10 -NON-GSHIP	Academic	Systemwide	467	T	UNK			
001511	ASSOC IN __- FY-GSHIP	ASSOC IN __- FY-GSHIP	Academic	Systemwide	467	T	No			
001512	ASSOC IN __-FY-NON-GSHIP	ASSOC IN __-FY-NON-GSHIP	Academic	Systemwide	467	T	No			
001540	ACT ASSOC PROF-HCOMP	ACT ASSOC PROF-HCOMP	Academic	Systemwide	114	T	Senate		1	
001542	ACT PROF-HCOMP	ACT PROF-HCOMP	Academic	Systemwide	114	T	Senate			
001550	LECT IN SUMMER SESSION	LECT IN SUMMER SESSION	Academic	Systemwide	357	T	Federation	Federation	1	
001564	ACT ASST PROF-HCOMP	ACT ASST PROF-HCOMP	Academic	Systemwide	124	T	No			
001580	ACT SR LECT SOE-AY	ACT SR LECT SOE-AY	Academic	Systemwide	214	T	Senate			
001581	ACT LECT SOE-AY	ACT LECT SOE-AY	Academic	Systemwide	214	T	Senate			
001582	ACT LECT PSOE-AY	ACT LECT PSOE-AY	Academic	Systemwide	224	T	No			
001583	ACT SR LECT SOE-FY	ACT SR LECT SOE-FY	Academic	Systemwide	214	T	Senate			
001584	ACT LECT SOE-FY	ACT LECT SOE-FY	Academic	Systemwide	214	T	Senate			
001585	ACT LECT PSOE-FY	ACT LECT PSOE-FY	Academic	Systemwide	224	T	No			
001586	ACT SR LECT SOE-AY-B/E/E	ACT SR LECT SOE-AY-B/E/E	Academic	Systemwide	214	T	Senate			
001587	ACT LECT SOE-AY-B/E/E	ACT LECT SOE-AY-B/E/E	Academic	Systemwide	214	T	Senate			
