KFS_PROPOSAL_NUMBER,ORACLE_AWARD_NUMBER
127231,KL25D61
132005,KL25F23
132007,KL25F24
132099,KL25F25
132000,KL25F27
132049,KL25F44
132032,KL25F45
132027,KL25F47
132029,KL25F48
132031,KL25F49
132191,KL25F65
132179,KL25F86
132168,KL25F87
108340,KL26021
108395,KL26027
108706,KL26043
109346,KL26074
109136,KL26076
117913,KL26B03
117914,KL26B05
117931,KL26B06
118754,KL26B17
117953,KL26B18
118005,KL26B39
118203,KL26B72
118053,KL26B79
118056,KL26B98
122771,KL26C30
122770,KL26C31
122663,KL26C32
122772,KL26C38
122695,KL26C39
122691,KL26C40
122694,KL26C47
122693,KL26C48
122709,KL26C49
122724,KL26C64
122739,KL26C79
122762,KL26C93
122787,KL26C94
127299,KL26D04
127442,KL26D05
127308,KL26D28
127339,KL26D29
127443,KL26D30
127363,KL26D57
127362,KL26D58
127444,KL26D60
127403,KL26D84
132325,KL26F06
132327,KL26F07
132221,KL26F08
132209,KL26F14
132421,KL26F25
132141,KL26F26
133825,KL26F29
132223,KL26F56
132224,KL26F78
132190,KL26F89
132210,KL26F91
132207,KL26F94
117596,KL27143
109823,KL27184
109978,KL27191
114040,KL27A60
118066,KL27B19
118847,KL27B31
118137,KL27B47
118139,KL27B84
118090,KL27B94
118110,KL27B98
122977,KL27C06
122764,KL27C13
123130,KL27C17
123004,KL27C32
122774,KL27C34
122803,KL27C35
122773,KL27C36
122786,KL27C42
122794,KL27C59
122895,KL27C78
122838,KL27C79
122820,KL27C80
122888,KL27C94
127415,KL27D14
127404,KL27D16
127445,KL27D17
127827,KL27D18
127416,KL27D29
127446,KL27D30
128022,KL27D39
127535,KL27D60
127449,KL27D61
127503,KL27D62
128023,KL27D66
131303,KL27D76
132310,KL27F03
132220,KL27F10
132657,KL27F18
132404,KL27F19
132321,KL27F75
132322,KL27F76
132323,KL27F77
133061,KL27F95
132348,KL27F97
132449,KL27F98
110539,KL28196
111967,KL28283
110482,KL28309
110567,KL28310
113518,KL28A00
114317,KL28A82
113750,KL28A98
118166,KL28B18
118191,KL28B36
118205,KL28B39
118200,KL28B48
118201,KL28B49
118204,KL28B73
118254,KL28B92
122886,KL28C02
122869,KL28C03
122927,KL28C20
122887,KL28C21
122861,KL28C22
122862,KL28C23
122916,KL28C36
123093,KL28C37
123504,KL28C39
122915,KL28C68
122925,KL28C69
122924,KL28C70
122922,KL28C71
123006,KL28C93
123053,KL28C94
127562,KL28D53
127587,KL28D72
127598,KL28D73
132389,KL28F45
132422,KL28F72
132472,KL28F73
132505,KL28F87
113611,KL29A08
113684,KL29A11
113726,KL29A13
115905,KL29A69
118457,KL29B05
118271,KL29B36
118286,KL29B37
118399,KL29B43
118409,KL29B90
118397,KL29B91
122968,KL29C04
123018,KL29C13
123038,KL29C14
122991,KL29C23
123669,KL29C48
123030,KL29C62
127633,KL29D01
127646,KL29D10
127643,KL29D11
127665,KL29D39
127685,KL29D58
127707,KL29D70
127698,KL29D71
127729,KL29D78
127715,KL29D79
127710,KL29D80
127748,KL29D93
127728,KL29D94
132487,KL29F16
132489,KL29F17
132490,KL29F24
132491,KL29F25
132492,KL29F26
132527,KL29F33
132701,KL29F38
132757,KL29F40
132563,KL29F74
132597,KL29F75
132714,KL29F84
112081,KL30908
111608,KL30910
111657,KL30915
111725,KL30918
111726,KL30919
111969,KL30927
111971,KL30928
112267,KL30944
118443,KL30B25
118472,KL30B43
118489,KL30B47
118508,KL30B59
123128,KL30C08
123095,KL30C09
123157,KL30C45
123172,KL30C64
123173,KL30C65
123179,KL30C70
123547,KL30C75
123251,KL30C87
123244,KL30C93
123215,KL30C98
127765,KL30D20
127782,KL30D28
128462,KL30D29
127797,KL30D37
127786,KL30D47
128346,KL30D49
127807,KL30D55
127823,KL30D69
127820,KL30D70
127824,KL30D79
127822,KL30D80
127829,KL30D81
127825,KL30D84
127826,KL30D85
127845,KL30D88
132599,KL30F11
132600,KL30F12
133440,KL30F33
132664,KL30F69
133013,KL30F70
113910,KL31A22
114160,KL31A39
118553,KL31B27
118704,KL31B44
118710,KL31B45
118742,KL31B98
123237,KL31C00
123268,KL31C01
123270,KL31C11
123267,KL31C18
123290,KL31C32
123334,KL31C64
123335,KL31C74
123344,KL31C80
123351,KL31C85
127858,KL31D03
127871,KL31D24
127870,KL31D25
128063,KL31D38
127899,KL31D44
127898,KL31D51
127965,KL31D79
127947,KL31D87
127949,KL31D88
127967,KL31D89
128246,KL31D94
132882,KL31F00
132786,KL31F03
133091,KL31F10
132845,KL31F26
132831,KL31F45
133065,KL31F52
132843,KL31F53
132822,KL31F85
132812,KL31F86
113941,KL32A04
114058,KL32A14
114114,KL32A16
114128,KL32A19
114476,KL32A35
124290,KL32A90
118741,KL32B02
118920,KL32B06
118752,KL32B19
118820,KL32B40
118795,KL32B46
123378,KL32C03
123436,KL32C34
126032,KL32C38
123439,KL32C46
123468,KL32C56
123464,KL32C64
123969,KL32C73
123535,KL32C74
123539,KL32C75
123467,KL32C76
123488,KL32C83
123506,KL32C96
123500,KL32C97
127978,KL32D01
127948,KL32D02
127968,KL32D17
127966,KL32D18
127989,KL32D26
128024,KL32D27
127988,KL32D28
127999,KL32D29
128050,KL32D47
128049,KL32D64
128039,KL32D73
128035,KL32D74
128047,KL32D90
132852,KL32F03
132855,KL32F06
132865,KL32F21
132863,KL32F22
133062,KL32F23
132924,KL32F24
132883,KL32F51
132951,KL32F52
132892,KL32F60
133014,KL32F73
132952,KL32F75
132923,KL32F91
115631,KL33A93
118867,KL33B04
118900,KL33B26
118902,KL33B65
118926,KL33B79
118919,KL33B83
118988,KL33B87
123621,KL33C15
123523,KL33C16
123524,KL33C17
123601,KL33C19
123542,KL33C20
123543,KL33C21
123544,KL33C22
123559,KL33C23
123534,KL33C29
123545,KL33C30
123990,KL33C47
125405,KL33C49
123575,KL33C51
123779,KL33C78
123771,KL33C90
123646,KL33C95
123648,KL33C96
123620,KL33C97
123619,KL33C98
128108,KL33D24
128104,KL33D25
128096,KL33D26
128207,KL33D27
128099,KL33D28
128097,KL33D29
128134,KL33D43
128135,KL33D47
128154,KL33D71
128184,KL33D79
128173,KL33D87
129541,KL33D95
128192,KL33D97
133263,KL33F06
133266,KL33F07
132968,KL33F08
133034,KL33F29
133129,KL33F33
132987,KL33F34
133066,KL33F35
133021,KL33F36
133145,KL33F48
133032,KL33F60
133046,KL33F61
133015,KL33F68
133106,KL33F69
133104,KL33F74
133023,KL33F75
133063,KL33F76
133452,KL33F99
118970,KL34B22
118969,KL34B38
118989,KL34B44
119024,KL34B72
119079,KL34B92
119082,KL34B93
119083,KL34B94
123647,KL34C03
123659,KL34C04
123644,KL34C05
123660,KL34C06
123656,KL34C11
123649,KL34C12
123822,KL34C23
123682,KL34C34
123673,KL34C35
123672,KL34C36
123671,KL34C37
123703,KL34C50
123675,KL34C51
123685,KL34C52
123684,KL34C53
128191,KL34D03
128212,KL34D19
131127,KL34D21
128247,KL34D39
128239,KL34D40
128275,KL34D66
128274,KL34D67
128286,KL34D75
128288,KL34D77
128298,KL34D86
128299,KL34D87
133884,KL34F00
133076,KL34F11
133105,KL34F26
134229,KL34F30
133875,KL34F31
133120,KL34F37
133138,KL34F47
133268,KL34F52
133275,KL34F53
133412,KL34F61
133281,KL34F65
133194,KL34F73
133178,KL34F75
133226,KL34F97
133185,KL34F98
114318,KL35A15
114300,KL35A41
119171,KL35B08
119201,KL35B09
119200,KL35B10
119202,KL35B31
119874,KL35B38
119226,KL35B50
119905,KL35B58
119214,KL35B65
119138,KL35B68
122643,KL35B78
119668,KL35B97
123763,KL35C03
123769,KL35C04
124070,KL35C15
123809,KL35C38
123808,KL35C39
123932,KL35C69
123868,KL35C91
123867,KL35C92
123869,KL35C93
123866,KL35C94
123865,KL35C95
123864,KL35C96
123845,KL35C97
123863,KL35C98
123861,KL35C99
128336,KL35D08
128380,KL35D43
128381,KL35D44
128389,KL35D63
128427,KL35D66
128467,KL35D89
128429,KL35D90
133265,KL35F06
133261,KL35F20
133137,KL35F34
133505,KL35F35
133795,KL35F65
133280,KL35F71
133386,KL35F97
114293,KL36A13
114517,KL36A19
118707,KL36A32
119256,KL36B09
119257,KL36B10
119251,KL36B46
119662,KL36B55
119336,KL36B68
119339,KL36B78
119290,KL36B81
119289,KL36B95
119286,KL36B96
123862,KL36C04
123860,KL36C05
123859,KL36C06
123907,KL36C10
123933,KL36C11
123920,KL36C12
123959,KL36C50
123948,KL36C51
123935,KL36C52
123971,KL36C66
124003,KL36C67
124004,KL36C68
124055,KL36C71
123973,KL36C80
124236,KL36C89
123987,KL36C93
123988,KL36C94
128441,KL36D00
128428,KL36D01
128460,KL36D06
128459,KL36D28
128497,KL36D29
128458,KL36D30
128469,KL36D31
130218,KL36D33
128505,KL36D36
128478,KL36D43
128521,KL36D44
128499,KL36D59
128536,KL36D89
133629,KL36F03
133387,KL36F07
133362,KL36F23
133392,KL36F24
133453,KL36F73
133508,KL36F86
133425,KL36F87
133426,KL36F93
114673,KL37A15
119287,KL37B00
119448,KL37B13
119288,KL37B14
119471,KL37B16
119341,KL37B35
119330,KL37B36
119455,KL37B39
119332,KL37B51
119335,KL37B74
119333,KL37B76
119479,KL37B87
119387,KL37B91
124188,KL37C09
124030,KL37C28
124029,KL37C29
124000,KL37C30
124031,KL37C53
128564,KL37D06
128558,KL37D13
128600,KL37D16
128594,KL37D36
128637,KL37D47
128632,KL37D48
128638,KL37D52
128661,KL37D63
128694,KL37D64
128633,KL37D65
128695,KL37D77
133074,KL37D97
133515,KL37F14
133459,KL37F15
133517,KL37F28
133485,KL37F40
133578,KL37F41
133516,KL37F48
133518,KL37F62
133521,KL37F68
133563,KL37F69
133577,KL37F70
133602,KL37F71
133519,KL37F72
114862,KL38A15
114895,KL38A16
114904,KL38A17
114959,KL38A19
115137,KL38A25
115164,KL38A29
115238,KL38A87
119389,KL38B10
119424,KL38B21
119631,KL38B74
119591,KL38B99
124204,KL38C62
124162,KL38C63
124164,KL38C65
124163,KL38C66
124225,KL38C76
124242,KL38C77
128660,KL38D02
128787,KL38D89
133953,KL38F03
133665,KL38F07
133668,KL38F18
133654,KL38F36
133610,KL38F42
133896,KL38F53
133728,KL38F74
133727,KL38F75
133730,KL38F89
133729,KL38F90
134104,KL38F91
133860,KL38F95
133685,KL38F99
114946,KL39A78
119650,KL39B62
119651,KL39B63
125549,KL39B71
124887,KL39C35
124243,KL39C39
124341,KL39C51
124276,KL39C52
124314,KL39C53
128848,KL39D13
128849,KL39D14
128850,KL39D16
128817,KL39D28
128805,KL39D29
128828,KL39D30
128851,KL39D32
128814,KL39D37
128852,KL39D38
128853,KL39D45
128862,KL39D57
128869,KL39D80
128888,KL39D87
128891,KL39D88
128912,KL39D96
128889,KL39D97
129047,KL39D98
128890,KL39D99
133702,KL39F04
133755,KL39F36
133805,KL39F40
133816,KL39F42
133764,KL39F61
133876,KL39F68
133780,KL39F69
133822,KL39F81
133861,KL39F82
133803,KL39F97
114945,KL70A37
115118,KL70A45
116407,KL70A82
119734,KL70B12
119681,KL70B16
119696,KL70B26
119999,KL70B29
119735,KL70B35
119763,KL70B47
124342,KL70C11
124313,KL70C22
124343,KL70C25
124344,KL70C26
124328,KL70C27
124368,KL70C28
124369,KL70C40
124370,KL70C44
124408,KL70C67
124409,KL70C74
124432,KL70C75
124462,KL70C76
124434,KL70C96
124433,KL70C97
128901,KL70D01
129912,KL70D14
128964,KL70D24
129771,KL70D32
128945,KL70D44
128946,KL70D45
128962,KL70D57
128993,KL70D58
128965,KL70D59
128982,KL70D74
128983,KL70D75
128984,KL70D76
129017,KL70D97
133846,KL70F19
133878,KL70F20
133882,KL70F22
133931,KL70F47
133872,KL70F48
134008,KL70F57
134470,KL70F58
133991,KL70F59
133883,KL70F60
133877,KL70F61
134263,KL70F62
134018,KL70F68
133905,KL70F69
133907,KL70F70
133941,KL70F77
134149,KL70F81
133928,KL70F84
133917,KL70F91
133942,KL70F92
133937,KL70F93
133943,KL70F94
133918,KL70F95
134041,KL70F96
115119,KL71A42
114988,KL71A75
115035,KL71A82
119906,KL71B60
124460,KL71C19
124498,KL71C51
125245,KL71C67
124546,KL71C87
124533,KL71C89
125153,KL71C96
129053,KL71D03
129028,KL71D15
129038,KL71D23
129070,KL71D38
129080,KL71D39
129081,KL71D40
129421,KL71D45
129069,KL71D55
129082,KL71D64
129123,KL71D77
129145,KL71D81
129111,KL71D82
129158,KL71D83
129112,KL71D92
129113,KL71D94
133967,KL71F11
133961,KL71F18
134055,KL71F26
134056,KL71F27
133984,KL71F30
134071,KL71F47
134000,KL71F48
134070,KL71F50
134424,KL71F64
134425,KL71F65
134054,KL71F66
134065,KL71F67
119957,KL72B02
119956,KL72B04
119929,KL72B17
119986,KL72B46
119973,KL72B54
124046,KL72B59
119984,KL72B68
119989,KL72B70
119987,KL72B71
119988,KL72B72
121184,KL72B93
124577,KL72C36
124668,KL72C73
124667,KL72C74
124669,KL72C85
124678,KL72C86
126994,KL72C94
129194,KL72D02
129136,KL72D03
129230,KL72D16
129147,KL72D26
129274,KL72D28
129276,KL72D29
129168,KL72D48
129167,KL72D49
129192,KL72D65
129201,KL72D66
129196,KL72D67
129198,KL72D68
129199,KL72D78
134110,KL72F10
134471,KL72F18
134501,KL72F19
134083,KL72F20
134178,KL72F34
134469,KL72F36
134502,KL72F37
134103,KL72F47
134102,KL72F48
134514,KL72F54
134513,KL72F55
134164,KL72F92
134165,KL72F93
134166,KL72F94
134150,KL72F95
134139,KL72F96
120026,KL73B01
120057,KL73B44
120156,KL73B89
124680,KL73C00
124679,KL73C01
124670,KL73C06
124685,KL73C07
124682,KL73C08
124683,KL73C17
124686,KL73C18
126185,KL73C27
124807,KL73C39
124806,KL73C40
124805,KL73C41
124779,KL73C58
124771,KL73C59
124824,KL73C60
124611,KL73C76
124829,KL73C81
124738,KL73C88
125296,KL73C99
129245,KL73D03
129291,KL73D04
129333,KL73D05
129262,KL73D25
129287,KL73D26
129311,KL73D35
129332,KL73D36
129334,KL73D37
129272,KL73D38
129317,KL73D47
129379,KL73D49
129310,KL73D57
129369,KL73D65
129360,KL73D66
129330,KL73D81
129370,KL73D82
134180,KL73F12
134310,KL73F34
134235,KL73F35
134206,KL73F36
134267,KL73F47
134268,KL73F48
134237,KL73F61
134266,KL73F77
115698,KL74A01
115967,KL74A07
116000,KL74A11
115439,KL74A35
115306,KL74A58
115320,KL74A61
115333,KL74A62
120186,KL74B31
120189,KL74B45
120201,KL74B68
120206,KL74B69
120383,KL74B80
124830,KL74C06
124770,KL74C07
124847,KL74C43
124823,KL74C53
124870,KL74C57
124935,KL74C61
124871,KL74C74
124859,KL74C75
125919,KL74C78
125016,KL74C88
124890,KL74C96
125032,KL74C98
125030,KL74C99
129409,KL74D10
129393,KL74D11
129410,KL74D19
130479,KL74D27
129422,KL74D40
129456,KL74D49
129447,KL74D73
129457,KL74D74
129458,KL74D75
129481,KL74D83
129484,KL74D86
134335,KL74F05
134557,KL74F06
134302,KL74F07
134468,KL74F47
134364,KL74F54
134429,KL74F55
134375,KL74F56
134376,KL74F70
134377,KL74F84
134387,KL74F85
134388,KL74F90
115628,KL75A92
120295,KL75B03
120272,KL75B04
120276,KL75B05
120283,KL75B13
120284,KL75B31
120313,KL75B38
120319,KL75B48
120293,KL75B50
120320,KL75B55
121665,KL75B89
120342,KL75B94
125033,KL75C12
125067,KL75C13
124903,KL75C14
124904,KL75C15
124945,KL75C37
124957,KL75C47
124956,KL75C48
124955,KL75C50
125002,KL75C87
125068,KL75C88
125070,KL75C89
125053,KL75C90
129497,KL75D04
129496,KL75D15
129494,KL75D16
129548,KL75D47
129563,KL75D48
129538,KL75D49
129537,KL75D50
129577,KL75D57
129579,KL75D64
129549,KL75D66
129614,KL75D98
134404,KL75F03
134456,KL75F20
134553,KL75F33
134467,KL75F35
134555,KL75F44
134478,KL75F45
134556,KL75F61
134480,KL75F63
134499,KL75F64
120432,KL76B28
120384,KL76B29
120491,KL76B33
120406,KL76B53
120463,KL76B89
120467,KL76B90
120511,KL76B92
125074,KL76C24
125075,KL76C25
125015,KL76C26
125054,KL76C27
125052,KL76C40
125216,KL76C42
125051,KL76C49
125069,KL76C59
126086,KL76C64
125073,KL76C69
125094,KL76C88
125125,KL76C89
125122,KL76C90
125107,KL76C93
129596,KL76D05
129930,KL76D06
129645,KL76D24
129726,KL76D44
129680,KL76D63
129712,KL76D64
129714,KL76D99
134565,KL76F13
134595,KL76F14
134562,KL76F15
134596,KL76F21
134558,KL76F22
134611,KL76F38
134609,KL76F39
134679,KL76F40
134626,KL76F41
134581,KL76F42
134593,KL76F43
134580,KL76F44
134624,KL76F45
134627,KL76F59
134612,KL76F60
134688,KL76F61
134643,KL76F72
115563,KL77A10
115646,KL77A58
115686,KL77A67
120518,KL77B24
120587,KL77B39
120548,KL77B50
122644,KL77B66
120594,KL77B84
120623,KL77B92
120624,KL77B93
125160,KL77C26
125161,KL77C27
125185,KL77C39
125194,KL77C59
125276,KL77C76
125295,KL77C99
129734,KL77D10
129754,KL77D11
129755,KL77D12
129818,KL77D13
129787,KL77D17
129772,KL77D41
131455,KL77D48
129858,KL77D50
129832,KL77D54
129815,KL77D55
134680,KL77F22
134681,KL77F25
134668,KL77F26
134714,KL77F59
134715,KL77F60
115779,KL78A56
116050,KL78A72
115993,KL78A98
120673,KL78B01
120717,KL78B10
120643,KL78B11
120644,KL78B12
120655,KL78B13
120622,KL78B14
120684,KL78B23
120709,KL78B24
120682,KL78B25
121443,KL78B41
120710,KL78B44
120703,KL78B81
120708,KL78B82
120794,KL78B95
125229,KL78C00
125239,KL78C01
125259,KL78C19
125310,KL78C20
125304,KL78C25
125404,KL78C26
125302,KL78C28
125258,KL78C29
125309,KL78C44
125308,KL78C46
129868,KL78D20
129900,KL78D24
129959,KL78D47
129931,KL78D56
129914,KL78D57
129929,KL78D67
129943,KL78D68
129969,KL78D69
129958,KL78D81
129962,KL78D92
121834,KL79B02
120881,KL79B09
120904,KL79B21
120813,KL79B28
120815,KL79B36
120862,KL79B52
121592,KL79B54
120859,KL79B78
121716,KL79B99
125393,KL79C15
125434,KL79C56
125442,KL79C73
125449,KL79C78
125852,KL79C81
130057,KL79D01
129979,KL79D02
129991,KL79D08
129993,KL79D09
130006,KL79D20
130008,KL79D31
130044,KL79D32
130969,KL79D33
130029,KL79D47
130043,KL79D48
130145,KL79D65
130066,KL79D85
131068,KL79D91
130867,KL79D92
116115,KL80A33
116301,KL80A48
116302,KL80A49
124736,KL80A88
120912,KL80B04
120914,KL80B22
120926,KL80B29
120930,KL80B35
120929,KL80B36
120953,KL80B41
120911,KL80B43
120979,KL80B50
120920,KL80B51
121814,KL80B61
121023,KL80B64
121028,KL80B69
120998,KL80B70
121027,KL80B71
121055,KL80B72
120997,KL80B82
121041,KL80B84
120983,KL80B85
121042,KL80B96
121040,KL80B97
120971,KL80B98
125477,KL80C02
125537,KL80C31
125506,KL80C32
125541,KL80C37
125558,KL80C67
125559,KL80C76
125580,KL80C77
125576,KL80C86
125581,KL80C87
125642,KL80C88
125586,KL80C89
125585,KL80C90
125579,KL80C91
130108,KL80D13
130136,KL80D38
130217,KL80D39
130189,KL80D41
130236,KL80D42
130143,KL80D44
130237,KL80D63
112580,KL81092
111737,KL81730
111916,KL81753
112230,KL81785
112275,KL81791
121067,KL81B03
121083,KL81B22
121056,KL81B23
121086,KL81B39
121063,KL81B50
121124,KL81B56
