KFS_PROPOSAL_NUMBER,ORACLE_AWARD_NUMBER
134026,K371F83
134027,K371F84
134030,K371F85
134035,K371F87
134039,K371F88
134037,K371F89
134038,K371F90
134034,K371F91
134042,K371F92
134044,K371F93
134043,K371F94
134045,K371F95
134046,K371F96
134047,K371F97
134049,K371F98
134053,K371F99
115062,K372312
115342,K372A01
115348,K372A02
115350,K372A03
115404,K372A04
115406,K372A06
115451,K372A09
115475,K372A10
115523,K372A11
115678,K372A12
115737,K372A13
115743,K372A15
115771,K372A16
115770,K372A17
115881,K372A20
115904,K372A21
115989,K372A24
115991,K372A25
116099,K372A28
116100,K372A29
116116,K372A31
116251,K372A33
116305,K372A34
116312,K372A36
116313,K372A37
116346,K372A38
116386,K372A41
116452,K372A42
116453,K372A43
116570,K372A44
116591,K372A46
116636,K372A48
116713,K372A49
116746,K372A50
116756,K372A51
116858,K372A53
116876,K372A55
116912,K372A56
116914,K372A57
116975,K372A58
117067,K372A60
117084,K372A62
117097,K372A63
117098,K372A64
117099,K372A65
117131,K372A66
117147,K372A68
117165,K372A69
117238,K372A70
117240,K372A71
117257,K372A72
117255,K372A73
117271,K372A74
117305,K372A75
117354,K372A76
117355,K372A77
117394,K372A78
117395,K372A79
117403,K372A80
115039,K372A90
115067,K372A91
115068,K372A92
115041,K372A93
115059,K372A94
115082,K372A95
115104,K372A97
115114,K372A98
118447,K372B00
119931,K372B01
119896,K372B05
119899,K372B06
119904,K372B07
119897,K372B09
119913,K372B10
119908,K372B11
119910,K372B12
119912,K372B14
119907,K372B15
119926,K372B18
119939,K372B19
119918,K372B27
119891,K372B28
119933,K372B29
119934,K372B31
119937,K372B32
119936,K372B33
119938,K372B34
119917,K372B35
119946,K372B37
119945,K372B38
119943,K372B39
119944,K372B40
119940,K372B41
119941,K372B42
119948,K372B43
119947,K372B44
119960,K372B45
119990,K372B47
119950,K372B49
119952,K372B50
119953,K372B51
119954,K372B52
119972,K372B53
119958,K372B55
119962,K372B56
120087,K372B57
119959,K372B58
119961,K372B59
119965,K372B61
119966,K372B62
119967,K372B63
119968,K372B64
119974,K372B67
119980,K372B73
119982,K372B74
119975,K372B75
119983,K372B76
119976,K372B77
119977,K372B78
119979,K372B79
120002,K372B80
120038,K372B82
120011,K372B83
119992,K372B85
119996,K372B86
119998,K372B87
119991,K372B88
119994,K372B89
119995,K372B90
120004,K372B92
120009,K372B95
120006,K372B96
120005,K372B97
120008,K372B99
124521,K372C00
124543,K372C01
124536,K372C03
124541,K372C04
124545,K372C05
124534,K372C06
124537,K372C07
124540,K372C08
124542,K372C09
124538,K372C10
124539,K372C11
124563,K372C12
124557,K372C13
124555,K372C14
124561,K372C15
124562,K372C16
124560,K372C17
124548,K372C18
124553,K372C19
124552,K372C20
124550,K372C22
124549,K372C23
124559,K372C24
124551,K372C25
124554,K372C26
124558,K372C27
124556,K372C28
124570,K372C29
124571,K372C30
124568,K372C31
124567,K372C32
124576,K372C33
124573,K372C34
124569,K372C35
124586,K372C37
124585,K372C38
124580,K372C39
124579,K372C40
124582,K372C41
124584,K372C42
124581,K372C43
124578,K372C44
124606,K372C45
124598,K372C46
124591,K372C47
124594,K372C48
124592,K372C49
124587,K372C50
124604,K372C51
124596,K372C52
124605,K372C53
124588,K372C54
124595,K372C55
124590,K372C56
124602,K372C57
124603,K372C58
124600,K372C59
124589,K372C60
124601,K372C61
124593,K372C62
124626,K372C63
124627,K372C64
124622,K372C65
124621,K372C66
124628,K372C67
124701,K372C68
124620,K372C69
124618,K372C70
124616,K372C71
125281,K372C76
124609,K372C77
124614,K372C78
124629,K372C79
124617,K372C80
124630,K372C81
124648,K372C82
124624,K372C83
124632,K372C84
124640,K372C87
124644,K372C88
124638,K372C89
124637,K372C91
124643,K372C92
124642,K372C93
124635,K372C94
124645,K372C95
124636,K372C96
124639,K372C97
124634,K372C98
124641,K372C99
129117,K372D00
129121,K372D01
129132,K372D04
129126,K372D05
129133,K372D07
129124,K372D08
129127,K372D09
129131,K372D10
129128,K372D11
129129,K372D12
129130,K372D13
129125,K372D14
129142,K372D17
129144,K372D19
129143,K372D20
129138,K372D21
129137,K372D22
129140,K372D23
129156,K372D24
129193,K372D25
129157,K372D27
129191,K372D31
130663,K372D33
129155,K372D34
129148,K372D35
129154,K372D36
129150,K372D37
129151,K372D38
129163,K372D40
129166,K372D42
129164,K372D43
129165,K372D44
129162,K372D45
129161,K372D46
129159,K372D47
129180,K372D51
129172,K372D52
129170,K372D53
129181,K372D54
129171,K372D56
129174,K372D57
129177,K372D58
129197,K372D59
129178,K372D60
129176,K372D61
129175,K372D62
129169,K372D63
129179,K372D64
129184,K372D69
129185,K372D70
129188,K372D71
129187,K372D72
129189,K372D73
129186,K372D74
129182,K372D75
129278,K372D76
129202,K372D77
129226,K372D79
129214,K372D80
129215,K372D81
129231,K372D82
129318,K372D83
129292,K372D84
129229,K372D85
129225,K372D86
129224,K372D87
129210,K372D88
129228,K372D89
129208,K372D90
129216,K372D91
129223,K372D92
129234,K372D93
129241,K372D95
129239,K372D96
129235,K372D97
129237,K372D99
134048,K372F00
134050,K372F01
134207,K372F02
134058,K372F03
134059,K372F04
134060,K372F05
134062,K372F06
134063,K372F07
134064,K372F08
134061,K372F09
134067,K372F11
134091,K372F12
134216,K372F13
134072,K372F14
134073,K372F15
134074,K372F16
134075,K372F17
134078,K372F21
134076,K372F22
134080,K372F24
134081,K372F25
134082,K372F26
134079,K372F27
134090,K372F28
134084,K372F29
134086,K372F31
134089,K372F33
134092,K372F38
134093,K372F39
134094,K372F40
134095,K372F41
134098,K372F42
134100,K372F43
134096,K372F44
134099,K372F45
134107,K372F49
134105,K372F50
134108,K372F51
134109,K372F52
134106,K372F53
134118,K372F56
134122,K372F57
134120,K372F58
134112,K372F60
134113,K372F61
134114,K372F62
134117,K372F64
134119,K372F65
134124,K372F66
134126,K372F69
134179,K372F70
134140,K372F72
134141,K372F73
134143,K372F74
134142,K372F76
134153,K372F77
134152,K372F78
134154,K372F80
134155,K372F81
134156,K372F82
134157,K372F83
134158,K372F84
134131,K372F85
134132,K372F86
134133,K372F87
134135,K372F88
134136,K372F89
134137,K372F90
134134,K372F91
134159,K372F97
134170,K372F98
134167,K372F99
115283,K373A09
115355,K373A10
115032,K373A14
115564,K373A16
116250,K373A17
116123,K373A18
116254,K373A19
115109,K373A20
115123,K373A21
115134,K373A23
115197,K373A30
115226,K373A33
117707,K373A42
117708,K373A43
115141,K373A44
115236,K373A46
115331,K373A51
115412,K373A56
115154,K373A64
115185,K373A69
115178,K373A72
115211,K373A76
115326,K373A82
115454,K373A85
115378,K373A97
115509,K373A98
115525,K373A99
120060,K373B02
120059,K373B03
120058,K373B04
120055,K373B05
120049,K373B06
120014,K373B07
120020,K373B08
120018,K373B09
120019,K373B10
120016,K373B11
120017,K373B12
120023,K373B14
120025,K373B15
120022,K373B16
120024,K373B17
120080,K373B22
120032,K373B23
120033,K373B24
120029,K373B25
120031,K373B26
120028,K373B27
120030,K373B28
120046,K373B29
120043,K373B30
120039,K373B31
120045,K373B32
120042,K373B33
120044,K373B34
120048,K373B35
120076,K373B36
120075,K373B37
120074,K373B38
120073,K373B39
120051,K373B40
120052,K373B41
120077,K373B43
120187,K373B45
120084,K373B46
120083,K373B47
120067,K373B48
120069,K373B49
120064,K373B50
120065,K373B51
120070,K373B52
120176,K373B53
120072,K373B55
120079,K373B57
120078,K373B58
120081,K373B59
120088,K373B60
120092,K373B63
120093,K373B64
120090,K373B65
120094,K373B66
120095,K373B67
120096,K373B68
120099,K373B69
120098,K373B71
120097,K373B72
120100,K373B73
120116,K373B74
120134,K373B75
120150,K373B76
120102,K373B77
120118,K373B80
120164,K373B81
120108,K373B82
120103,K373B83
120104,K373B84
120105,K373B85
120113,K373B86
120109,K373B87
120106,K373B88
120066,K373B90
120114,K373B92
120117,K373B93
120120,K373B96
120119,K373B97
120129,K373B99
124653,K373C02
124751,K373C03
124652,K373C04
124654,K373C05
124977,K373C08
124663,K373C09
124659,K373C10
124660,K373C11
124664,K373C12
124661,K373C13
124662,K373C14
124665,K373C15
124676,K373C19
124674,K373C20
124672,K373C21
124671,K373C22
124673,K373C23
124675,K373C24
124677,K373C25
124693,K373C26
124697,K373C27
125154,K373C28
124696,K373C29
124691,K373C30
124688,K373C31
124694,K373C32
124695,K373C34
124690,K373C35
124700,K373C36
124716,K373C37
124744,K373C38
124710,K373C42
124709,K373C43
124715,K373C44
124703,K373C45
124707,K373C47
124706,K373C49
124708,K373C50
124704,K373C51
124711,K373C52
124712,K373C54
124713,K373C55
124702,K373C56
124737,K373C57
124723,K373C61
124729,K373C62
124727,K373C63
124726,K373C64
124735,K373C65
124749,K373C66
124750,K373C67
124718,K373C68
124719,K373C69
124732,K373C70
124721,K373C71
124722,K373C72
124720,K373C73
124728,K373C74
124730,K373C75
124725,K373C77
124734,K373C78
124733,K373C79
124724,K373C80
124748,K373C83
124742,K373C84
124745,K373C85
124747,K373C86
124741,K373C87
124740,K373C89
124743,K373C90
124761,K373C91
124763,K373C92
124759,K373C93
124767,K373C94
124768,K373C95
124766,K373C96
124764,K373C97
124758,K373C98
124762,K373C99
129236,K373D00
129240,K373D01
129259,K373D06
129257,K373D07
129260,K373D08
129261,K373D09
129255,K373D10
129258,K373D11
129247,K373D12
129250,K373D13
129253,K373D14
129252,K373D15
129248,K373D16
129254,K373D17
129256,K373D18
129246,K373D20
129301,K373D22
129302,K373D23
129303,K373D24
129271,K373D27
129345,K373D28
129270,K373D29
129266,K373D30
129268,K373D31
129265,K373D32
129264,K373D33
129267,K373D34
129284,K373D40
129285,K373D41
129286,K373D42
129280,K373D43
129282,K373D44
129281,K373D45
129283,K373D46
129288,K373D50
129289,K373D51
129290,K373D52
129293,K373D53
129294,K373D54
129295,K373D55
129296,K373D56
129346,K373D58
129299,K373D59
129309,K373D60
129305,K373D61
129308,K373D62
129307,K373D63
129306,K373D64
129347,K373D67
129313,K373D68
129315,K373D69
129312,K373D70
129314,K373D71
129316,K373D72
129325,K373D73
129329,K373D74
129322,K373D75
129326,K373D76
129327,K373D77
129323,K373D78
129328,K373D79
129324,K373D80
129337,K373D83
129340,K373D85
129339,K373D86
129341,K373D87
129377,K373D88
129350,K373D90
129355,K373D91
129354,K373D92
129348,K373D93
129774,K373D94
129351,K373D95
129349,K373D96
129352,K373D97
129356,K373D98
129358,K373D99
134128,K373F00
134129,K373F01
134130,K373F02
134171,K373F03
134173,K373F04
134174,K373F05
134175,K373F06
134176,K373F07
134177,K373F08
134172,K373F11
134181,K373F13
134182,K373F14
134191,K373F15
134185,K373F16
134186,K373F17
134187,K373F18
134188,K373F20
134189,K373F21
134190,K373F22
134183,K373F23
134194,K373F25
134200,K373F26
134204,K373F27
134196,K373F28
134201,K373F30
134202,K373F31
134203,K373F32
134537,K373F35
134221,K373F37
134253,K373F39
134208,K373F40
134210,K373F41
134212,K373F42
134213,K373F43
134215,K373F44
134214,K373F45
134197,K373F46
134223,K373F49
134226,K373F50
134224,K373F51
134219,K373F52
134225,K373F54
134236,K373F55
134230,K373F56
134232,K373F58
134233,K373F59
134234,K373F60
134146,K373F62
134244,K373F64
134239,K373F67
134311,K373F69
134246,K373F70
134242,K373F71
134243,K373F72
134248,K373F73
134249,K373F74
134251,K373F75
134250,K373F76
133793,K373F79
134255,K373F80
134259,K373F82
134260,K373F83
134261,K373F84
134257,K373F85
134269,K373F86
134270,K373F88
134271,K373F89
134275,K373F91
134278,K373F92
134279,K373F93
134280,K373F94
134276,K373F96
134277,K373F97
134304,K373F98
134282,K373F99
115901,K374A03
115883,K374A04
115890,K374A05
116140,K374A14
116124,K374A15
116190,K374A19
115256,K374A20
115294,K374A29
115330,K374A31
115546,K374A41
115548,K374A42
115566,K374A49
115565,K374A50
115357,K374A66
115364,K374A72
115488,K374A76
115538,K374A80
115543,K374A82
115372,K374A87
115578,K374A92
120121,K374B02
120122,K374B03
120123,K374B04
120138,K374B05
120125,K374B06
120126,K374B07
120082,K374B09
120136,K374B10
120137,K374B11
120135,K374B12
120142,K374B13
120139,K374B14
120170,K374B15
120149,K374B16
120188,K374B17
120146,K374B19
120145,K374B20
120155,K374B21
120157,K374B22
120163,K374B24
120171,K374B25
120159,K374B26
120158,K374B27
120161,K374B28
120160,K374B29
120167,K374B32
120166,K374B33
120168,K374B35
120169,K374B36
120180,K374B38
120174,K374B42
120182,K374B47
120199,K374B48
120184,K374B51
120173,K374B54
120202,K374B56
120191,K374B58
120195,K374B59
120270,K374B60
131322,K374B61
120190,K374B63
120194,K374B64
120192,K374B65
120175,K374B67
120211,K374B70
120210,K374B71
120208,K374B73
120238,K374B75
120237,K374B76
120240,K374B77
120221,K374B78
120226,K374B79
120230,K374B81
120220,K374B83
120234,K374B85
120229,K374B87
120231,K374B88
120227,K374B89
120223,K374B90
120205,K374B91
120224,K374B92
120222,K374B93
120216,K374B94
120213,K374B95
120217,K374B96
120218,K374B97
120204,K374B98
124755,K374C00
124757,K374C01
124756,K374C02
124765,K374C03
124769,K374C04
124760,K374C05
125344,K374C06
124774,K374C08
124776,K374C09
124777,K374C10
124778,K374C11
124772,K374C12
124773,K374C13
124775,K374C14
124790,K374C15
124783,K374C16
124780,K374C17
124787,K374C18
124785,K374C19
124781,K374C20
124782,K374C21
124788,K374C22
124784,K374C23
124789,K374C24
124786,K374C25
124796,K374C26
124797,K374C27
124804,K374C28
124803,K374C29
124799,K374C31
124792,K374C32
124795,K374C33
124801,K374C34
124793,K374C35
124798,K374C36
124802,K374C37
124812,K374C38
124811,K374C39
124813,K374C40
124810,K374C41
124808,K374C42
124814,K374C44
124815,K374C45
124819,K374C46
124816,K374C47
124820,K374C48
124934,K374C49
124818,K374C50
124821,K374C51
124822,K374C52
124828,K374C54
124826,K374C55
124827,K374C56
124862,K374C59
124846,K374C60
124863,K374C62
124835,K374C63
124841,K374C64
124833,K374C66
124834,K374C67
124838,K374C68
124831,K374C69
124839,K374C70
124840,K374C71
124837,K374C72
124832,K374C73
125311,K374C74
124861,K374C76
124854,K374C77
124856,K374C78
124852,K374C79
124855,K374C80
124850,K374C81
124851,K374C82
124848,K374C83
124849,K374C84
124857,K374C85
124853,K374C86
124858,K374C87
124865,K374C89
124866,K374C90
124867,K374C91
124869,K374C92
124864,K374C94
124889,K374C96
124872,K374C97
129335,K374D00
129364,K374D01
129366,K374D02
129363,K374D03
129362,K374D04
129365,K374D05
129392,K374D06
129394,K374D07
129368,K374D08
129395,K374D09
129378,K374D12
129371,K374D13
129376,K374D15
129373,K374D17
129372,K374D18
129397,K374D20
129388,K374D21
129382,K374D22
129384,K374D24
129387,K374D26
129385,K374D27
129419,K374D28
129396,K374D29
129406,K374D30
129407,K374D31
129405,K374D32
129402,K374D33
129403,K374D34
129401,K374D36
129404,K374D37
129448,K374D39
129411,K374D41
129417,K374D42
129414,K374D43
129416,K374D44
129418,K374D45
129415,K374D46
129413,K374D47
129420,K374D48
129431,K374D51
129426,K374D52
129424,K374D53
129443,K374D54
129428,K374D55
129429,K374D56
129433,K374D57
129427,K374D58
129432,K374D59
129425,K374D60
129430,K374D61
129423,K374D62
129434,K374D63
129444,K374D64
129437,K374D65
129450,K374D66
129446,K374D67
129442,K374D68
129441,K374D69
129445,K374D70
129439,K374D71
129465,K374D72
129479,K374D76
129452,K374D77
129453,K374D78
129454,K374D79
129449,K374D80
129455,K374D81
129451,K374D82
129459,K374D84
129480,K374D85
129463,K374D87
129460,K374D88
129464,K374D89
129462,K374D90
129461,K374D91
129478,K374D92
129469,K374D93
129471,K374D95
129467,K374D96
129476,K374D97
129477,K374D98
129472,K374D99
134283,K374F00
134284,K374F01
134286,K374F02
134287,K374F03
134289,K374F08
134222,K374F09
134290,K374F10
134291,K374F11
134292,K374F12
134294,K374F14
134296,K374F15
134295,K374F16
134298,K374F17
134299,K374F18
134300,K374F19
134301,K374F20
134305,K374F23
134308,K374F25
134309,K374F26
134320,K374F28
134319,K374F29
134318,K374F31
134313,K374F32
134312,K374F34
134328,K374F35
134334,K374F36
134329,K374F37
134321,K374F38
134322,K374F39
134324,K374F40
134325,K374F41
134327,K374F42
134330,K374F43
134333,K374F45
134332,K374F46
134339,K374F50
134341,K374F53
134346,K374F57
134344,K374F58
134345,K374F59
134347,K374F60
134349,K374F61
134147,K374F62
134354,K374F64
134356,K374F65
134355,K374F66
134357,K374F68
134363,K374F71
134362,K374F72
134385,K374F73
134645,K374F75
134371,K374F76
134366,K374F77
134370,K374F79
134372,K374F80
134373,K374F81
134369,K374F82
134382,K374F87
134383,K374F88
134381,K374F89
134390,K374F96
134389,K374F97
134392,K374F99
115758,K375A05
115796,K375A07
115912,K375A13
115919,K375A14
115410,K375A19
115420,K375A20
115575,K375A22
115487,K375A23
115615,K375A24
115669,K375A27
115687,K375A28
115757,K375A34
115783,K375A37
115837,K375A38
115370,K375A46
115642,K375A55
115660,K375A59
115667,K375A61
115697,K375A64
115691,K375A65
115729,K375A70
115749,K375A71
115878,K375A73
115457,K375A78
120215,K375B00
120235,K375B02
120256,K375B07
120241,K375B08
120242,K375B09
120243,K375B12
120249,K375B14
120252,K375B15
120264,K375B16
120251,K375B18
120253,K375B19
120255,K375B20
120257,K375B21
120260,K375B23
120261,K375B24
120273,K375B29
120271,K375B30
120267,K375B33
120269,K375B34
120268,K375B35
120266,K375B36
120281,K375B39
120340,K375B40
120280,K375B41
120278,K375B42
120282,K375B44
120292,K375B45
120289,K375B47
120290,K375B49
120286,K375B53
120068,K375B54
120302,K375B56
120301,K375B57
120297,K375B58
120299,K375B59
120317,K375B60
120318,K375B63
120324,K375B64
120303,K375B66
120305,K375B68
120306,K375B69
120307,K375B70
120308,K375B71
120309,K375B72
120310,K375B73
120311,K375B74
120341,K375B76
120323,K375B77
120322,K375B78
120321,K375B79
120330,K375B80
120327,K375B82
120328,K375B83
120329,K375B84
120325,K375B85
120326,K375B86
120337,K375B87
120338,K375B88
120374,K375B89
120333,K375B90
120335,K375B92
120339,K375B93
120336,K375B95
120352,K375B96
120373,K375B97
120347,K375B98
120350,K375B99
124881,K375C00
124876,K375C01
124885,K375C02
124884,K375C03
124886,K375C04
124879,K375C05
124877,K375C06
124883,K375C07
124882,K375C08
124880,K375C09
124878,K375C10
124891,K375C11
124895,K375C16
124899,K375C17
124900,K375C18
124902,K375C19
124901,K375C20
124893,K375C21
124898,K375C22
124892,K375C23
124896,K375C24
124897,K375C25
124914,K375C27
124920,K375C29
124922,K375C30
124917,K375C31
124919,K375C32
124916,K375C33
124921,K375C34
124918,K375C35
124915,K375C36
124925,K375C38
124933,K375C39
124924,K375C40
124932,K375C41
124929,K375C42
124927,K375C43
124930,K375C44
124928,K375C45
124931,K375C46
124939,K375C51
124938,K375C52
124941,K375C53
124937,K375C54
124943,K375C55
124936,K375C56
124942,K375C57
124949,K375C58
124954,K375C59
124947,K375C60
124952,K375C61
124948,K375C62
124946,K375C63
124951,K375C64
124953,K375C65
124950,K375C66
124963,K375C67
124961,K375C68
124960,K375C69
124959,K375C70
124958,K375C71
124962,K375C72
124970,K375C73
124975,K375C75
124965,K375C76
124976,K375C77
124964,K375C78
124972,K375C79
124968,K375C80
124971,K375C81
124974,K375C82
124969,K375C83
124978,K375C84
124966,K375C85
124973,K375C86
124985,K375C92
124984,K375C93
124982,K375C94
124987,K375C95
124988,K375C96
124983,K375C97
124989,K375C98
124986,K375C99
129474,K375D00
129475,K375D01
129473,K375D02
129495,K375D03
129482,K375D05
129487,K375D06
129489,K375D07
129486,K375D08
129498,K375D09
129490,K375D10
129491,K375D11
129492,K375D12
129493,K375D13
129488,K375D14
129502,K375D17
129501,K375D18
129500,K375D19
129508,K375D20
129505,K375D21
129506,K375D22
129503,K375D23
129504,K375D24
129507,K375D25
129529,K375D26
129522,K375D27
129515,K375D28
129512,K375D29
129518,K375D31
129517,K375D32
129511,K375D34
129513,K375D35
129510,K375D36
129516,K375D37
129701,K375D38
129528,K375D40
129526,K375D41
129524,K375D42
129525,K375D43
129527,K375D45
129523,K375D46
129532,K375D51
129535,K375D52
129536,K375D53
129534,K375D54
129533,K375D55
129545,K375D58
129544,K375D59
129499,K375D60
129542,K375D61
129543,K375D62
129546,K375D63
129625,K375D65
129590,K375D67
129554,K375D68
129553,K375D69
129552,K375D70
129551,K375D71
129550,K375D72
129557,K375D73
129558,K375D74
129555,K375D75
129561,K375D76
129576,K375D77
129575,K375D78
129570,K375D79
129574,K375D80
129569,K375D81
129571,K375D82
129564,K375D83
129567,K375D84
129572,K375D85
129566,K375D86
129615,K375D88
129595,K375D89
129594,K375D90
129593,K375D91
129592,K375D92
129591,K375D93
129584,K375D94
129581,K375D96
129582,K375D97
129589,K375D99
134401,K375F01
134402,K375F02
134408,K375F04
134412,K375F11
134413,K375F12
134414,K375F13
134417,K375F15
134419,K375F16
134416,K375F17
134426,K375F22
134428,K375F24
134442,K375F29
134436,K375F30
134438,K375F32
134446,K375F35
134448,K375F36
134449,K375F37
134451,K375F38
134454,K375F39
134455,K375F40
134450,K375F41
134452,K375F42
134453,K375F43
134459,K375F46
134460,K375F48
134466,K375F49
134461,K375F50
134463,K375F51
134465,K375F53
134475,K375F54
134462,K375F55
134476,K375F58
134477,K375F59
134473,K375F60
134162,K375F62
134483,K375F65
134484,K375F67
134487,K375F68
134485,K375F69
134486,K375F70
134488,K375F71
134489,K375F72
134538,K375F73
134539,K375F74
134540,K375F75
134495,K375F76
134493,K375F77
134490,K375F78
134492,K375F79
134497,K375F81
134498,K375F82
134496,K375F83
134503,K375F84
134509,K375F85
134506,K375F86
134504,K375F88
134505,K375F89
134508,K375F90
134511,K375F91
134507,K375F92
134512,K375F93
134515,K375F95
134522,K375F96
134520,K375F97
134521,K375F98
134523,K375F99
115533,K376A00
115540,K376A03
115545,K376A04
115659,K376A11
115803,K376A15
115446,K376A16
115529,K376A17
115823,K376A20
115825,K376A21
115906,K376A22
116137,K376A27
116095,K376A28
116169,K376A30
116162,K376A31
116205,K376A32
116252,K376A33
116379,K376A37
116353,K376A38
116413,K376A39
116442,K376A41
116431,K376A42
116468,K376A43
116486,K376A44
116526,K376A45
115586,K376A46
115717,K376A54
115690,K376A55
115688,K376A56
115720,K376A57
115838,K376A62
115909,K376A64
115532,K376A66
115610,K376A67
115728,K376A70
115661,K376A71
115988,K376A72
116013,K376A74
116062,K376A75
116063,K376A76
116064,K376A77
116068,K376A78
115507,K376A83
115635,K376A95
115636,K376A96
120349,K376B01
120343,K376B02
120376,K376B03
120344,K376B04
120353,K376B06
120356,K376B07
120361,K376B09
120358,K376B11
120362,K376B12
120355,K376B13
120364,K376B18
120368,K376B19
120369,K376B20
120371,K376B21
120366,K376B22
120375,K376B23
120386,K376B24
120387,K376B25
120480,K376B26
120378,K376B27
120379,K376B30
120380,K376B31
120381,K376B32
120479,K376B34
120396,K376B35
120388,K376B37
120389,K376B38
120390,K376B39
120391,K376B40
120394,K376B42
120398,K376B44
120399,K376B45
120400,K376B46
120397,K376B47
120402,K376B48
120403,K376B49
120404,K376B50
120405,K376B51
120407,K376B52
120499,K376B55
120430,K376B56
120478,K376B57
120408,K376B58
120409,K376B59
120410,K376B60
120411,K376B61
120412,K376B62
120420,K376B63
120414,K376B64
120498,K376B66
120422,K376B68
120423,K376B69
120424,K376B70
120426,K376B72
120427,K376B73
120429,K376B75
120512,K376B76
120436,K376B77
120433,K376B78
120442,K376B80
120519,K376B81
120446,K376B82
120449,K376B83
120468,K376B84
120458,K376B85
120450,K376B86
120451,K376B87
120448,K376B88
120465,K376B91
120464,K376B93
120456,K376B94
120469,K376B95
120459,K376B96
124980,K376C00
124994,K376C01
124993,K376C02
124996,K376C03
125000,K376C04
125001,K376C05
124997,K376C06
124991,K376C07
124999,K376C08
124990,K376C09
124995,K376C10
124998,K376C11
125010,K376C12
125009,K376C13
125006,K376C15
125012,K376C17
125014,K376C18
125004,K376C19
125003,K376C20
125011,K376C21
125013,K376C22
125008,K376C23
125029,K376C28
125023,K376C29
125028,K376C30
125027,K376C31
125018,K376C32
125025,K376C33
125021,K376C34
125020,K376C35
125022,K376C36
125026,K376C37
125024,K376C38
125017,K376C39
125038,K376C41
125036,K376C43
125034,K376C44
125037,K376C45
125035,K376C46
125064,K376C47
125065,K376C48
125049,K376C50
125050,K376C51
125047,K376C52
125041,K376C53
125045,K376C54
125048,K376C55
125040,K376C56
125046,K376C57
125042,K376C58
125063,K376C60
125057,K376C62
125056,K376C63
125059,K376C64
125060,K376C65
125062,K376C66
125066,K376C67
125123,K376C68
125913,K376C69
125106,K376C70
125082,K376C73
125088,K376C74
125081,K376C75
125092,K376C76
125076,K376C77
125080,K376C78
125089,K376C79
125083,K376C80
125087,K376C81
125090,K376C82
125078,K376C83
125086,K376C84
125091,K376C85
125085,K376C86
125093,K376C87
125120,K376C91
125132,K376C94
125099,K376C95
125097,K376C96
125101,K376C97
125095,K376C98
125096,K376C99
129587,K376D00
129588,K376D01
129586,K376D02
129617,K376D03
129616,K376D04
129871,K376D07
129599,K376D08
129602,K376D09
129598,K376D10
129603,K376D11
129597,K376D12
129600,K376D13
129608,K376D14
129613,K376D16
129646,K376D17
129612,K376D18
129611,K376D19
129664,K376D21
129635,K376D22
129636,K376D23
129622,K376D25
129621,K376D26
129624,K376D27
129618,K376D28
129620,K376D29
129623,K376D30
129647,K376D31
129631,K376D32
129632,K376D33
129627,K376D34
129634,K376D35
129628,K376D36
129629,K376D37
129630,K376D38
129633,K376D39
129642,K376D45
129641,K376D46
129639,K376D47
129640,K376D48
129637,K376D49
129643,K376D50
129659,K376D51
129658,K376D52
129654,K376D53
129653,K376D54
129651,K376D55
129649,K376D56
129650,K376D57
129656,K376D58
129648,K376D59
129652,K376D60
129660,K376D61
129678,K376D65
129674,K376D66
129676,K376D67
129672,K376D68
129668,K376D69
129667,K376D70
129673,K376D71
129671,K376D72
129669,K376D73
129670,K376D74
129675,K376D75
130172,K376D76
129666,K376D77
129733,K376D78
129696,K376D80
129691,K376D81
129692,K376D82
129709,K376D83
129686,K376D84
129687,K376D85
129688,K376D86
129685,K376D88
129694,K376D89
129708,K376D90
129705,K376D91
129703,K376D92
129706,K376D93
129702,K376D94
129710,K376D95
129707,K376D96
129728,K376D97
129729,K376D98
134519,K376F02
134525,K376F05
134529,K376F08
134531,K376F09
134533,K376F10
134534,K376F11
134530,K376F12
134561,K376F16
134569,K376F17
134568,K376F18
134567,K376F19
134566,K376F20
134559,K376F23
134560,K376F24
134542,K376F25
134543,K376F26
134544,K376F27
134545,K376F28
134551,K376F29
134546,K376F30
134548,K376F32
134549,K376F33
134550,K376F34
134552,K376F35
134564,K376F37
134572,K376F46
134574,K376F47
134579,K376F48
134575,K376F49
134577,K376F50
134578,K376F51
134583,K376F52
134584,K376F53
134585,K376F54
134587,K376F55
134588,K376F56
134423,K376F62
134606,K376F64
134601,K376F65
134599,K376F67
134600,K376F68
134605,K376F69
134608,K376F70
134632,K376F71
134629,K376F73
134630,K376F74
134631,K376F75
134617,K376F76
134623,K376F78
134613,K376F79
134614,K376F80
134615,K376F81
134616,K376F82
134618,K376F83
134620,K376F84
134621,K376F85
134622,K376F86
134644,K376F87
134634,K376F88
134638,K376F89
134640,K376F90
134633,K376F93
134635,K376F94
134637,K376F95
134654,K376F98
134649,K376F99
115747,K377A01
115910,K377A08
115616,K377A14
115768,K377A18
115561,K377A27
115556,K377A29
115861,K377A34
115939,K377A36
115950,K377A38
115986,K377A40
116122,K377A46
116136,K377A47
116160,K377A48
115567,K377A50
116281,K377A52
115645,K377A57
115733,K377A58
115655,K377A60
115668,K377A65
115648,K377A70
115683,K377A76
115782,K377A77
115879,K377A78
115835,K377A79
115974,K377A81
116023,K377A82
116069,K377A84
115682,K377A89
115899,K377A93
115908,K377A94
115938,K377A95
